"WBGene00001971	chromatin (Hobert 2012)"
"WBGene00000819	chromatin (Hobert 2012)"
"WBGene00014904	chromatin (Hobert 2012)"
"WBGene00001946	chromatin (Hobert 2012)"
"WBGene00013031	chromatin (Hobert 2012)"
"WBGene00014903	chromatin (Hobert 2012)"
"WBGene00013047	chromatin (Hobert 2012)"
"WBGene00013095	chromatin (Hobert 2012)"
"WBGene00001838	chromatin (Hobert 2012)"
"WBGene00013106	chromatin (Hobert 2012)"
"WBGene00044439	chromatin (Hobert 2012)"
"WBGene00021795	chromatin (Hobert 2012)"
"WBGene00013150	chromatin (Hobert 2012)"
"WBGene00021810	chromatin (Hobert 2012)"
"WBGene00021813	chromatin (Hobert 2012)"
"WBGene00021815	chromatin (Hobert 2012)"
"WBGene00006711	chromatin (Hobert 2012)"
"WBGene00006708	chromatin (Hobert 2012)"
"WBGene00021913	chromatin (Hobert 2012)"
"WBGene00006396	chromatin (Hobert 2012)"
"WBGene00013246	chromatin (Hobert 2012)"
"WBGene00013247	chromatin (Hobert 2012)"
"WBGene00013248	chromatin (Hobert 2012)"
"WBGene00013249	chromatin (Hobert 2012)"
"WBGene00013250	chromatin (Hobert 2012)"
"WBGene00013251	chromatin (Hobert 2012)"
"WBGene00013252	chromatin (Hobert 2012)"
"WBGene00013253	chromatin (Hobert 2012)"
"WBGene00021997	chromatin (Hobert 2012)"
"WBGene00022002	chromatin (Hobert 2012)"
"WBGene00022005	chromatin (Hobert 2012)"
"WBGene00004043	chromatin (Hobert 2012)"
"WBGene00006702	chromatin (Hobert 2012)"
"WBGene00022182	chromatin (Hobert 2012)"
"WBGene00022223	chromatin (Hobert 2012)"
"WBGene00022278	chromatin (Hobert 2012)"
"WBGene00044000	chromatin (Hobert 2012)"
"WBGene00013543	chromatin (Hobert 2012)"
"WBGene00006709	chromatin (Hobert 2012)"
"WBGene00006705	chromatin (Hobert 2012)"
"WBGene00021186	chromatin (Hobert 2012)"
"WBGene00021187	chromatin (Hobert 2012)"
"WBGene00022530	chromatin (Hobert 2012)"
"WBGene00022512	chromatin (Hobert 2012)"
"WBGene00022499	chromatin (Hobert 2012)"
"WBGene00014217	chromatin (Hobert 2012)"
"WBGene00003559	chromatin (Hobert 2012)"
"WBGene00022850	chromatin (Hobert 2012)"
"WBGene00022854	chromatin (Hobert 2012)"
"WBGene00044072	chromatin (Hobert 2012)"
"WBGene00000414	chromatin (Hobert 2012)"
"WBGene00022866	chromatin (Hobert 2012)"
"WBGene00022867	chromatin (Hobert 2012)"
"WBGene00022868	chromatin (Hobert 2012)"
"WBGene00022884	chromatin (Hobert 2012)"
"WBGene00022875	chromatin (Hobert 2012)"
"WBGene00003457	chromatin (Hobert 2012)"
"WBGene00003463	chromatin (Hobert 2012)"
"WBGene00001899	chromatin (Hobert 2012)"
"WBGene00001883	chromatin (Hobert 2012)"
"WBGene00001887	chromatin (Hobert 2012)"
"WBGene00004468	chromatin (Hobert 2012)"
"WBGene00003458	chromatin (Hobert 2012)"
"WBGene00003451	chromatin (Hobert 2012)"
"WBGene00003452	chromatin (Hobert 2012)"
"WBGene00003468	chromatin (Hobert 2012)"
"WBGene00003444	chromatin (Hobert 2012)"
"WBGene00044559	chromatin (Hobert 2012)"
"WBGene00022728	chromatin (Hobert 2012)"
"WBGene00022729	chromatin (Hobert 2012)"
"WBGene00022730	chromatin (Hobert 2012)"
"WBGene00022731	chromatin (Hobert 2012)"
"WBGene00022760	chromatin (Hobert 2012)"
"WBGene00003470	chromatin (Hobert 2012)"
"WBGene00004319	chromatin (Hobert 2012)"
"WBGene00001470	chromatin (Hobert 2012)"
"WBGene00001088	chromatin (Hobert 2012)"
WBGene00003394 WNT (Rook)
WBGene00011057 WNT (Rook)
WBGene00006931 WNT (Rook)
WBGene00014234 WNT (Rook)
WBGene00006933 WNT (Rook)
WBGene00006503 WNT (Rook)
WBGene00003395 WNT (Rook)
WBGene00003029 WNT (Rook)
WBGene00001188 WNT (Rook)
WBGene00000857 WNT (Rook)
WBGene00000858 WNT (Rook)
WBGene00003397 WNT (Rook)
WBGene00003006 WNT (Rook)
WBGene00003238 WNT (Rook)
WBGene00000478 WNT (Rook)
WBGene00000289 WNT (Rook)
WBGene00003007 WNT (Rook)
WBGene00022242 WNT (Rook)
WBGene00002202 WNT (Rook)
WBGene00003241 WNT (Rook)
WBGene00001101 WNT (Rook)
WBGene00001102 WNT (Rook)
WBGene00001746 WNT (Rook)
WBGene00004202 WNT (Rook)
WBGene00010497 WNT (Rook)
WBGene00000156 WNT (Rook)
WBGene00003009 WNT (Rook)
WBGene00003048 WNT (Rook)
WBGene00003396 WNT (Rook)
WBGene00006524 WNT (Rook)
WBGene00000238 WNT (Rook)
WBGene00011946 WNT (Rook)
WBGene00006943 WNT (Rook)
WBGene00001979 WNT (Rook)
WBGene00004077 WNT (Rook)
WBGene00006773 WNT (Rook)
WBGene00015171 WNT (Rook)
WBGene00022727 WNT (Rook)
WBGene00000398 WNT (Rook)
WBGene00006379 WNT (Rook)
WBGene00003916 POLARITY (Poole)
WBGene00003917 POLARITY (Poole)
WBGene00003918 POLARITY (Poole)
WBGene00003919 POLARITY (Poole)
WBGene00003920 POLARITY (Poole)
WBGene00003921 POLARITY (Poole)
WBGene00021012 POLARITY (Poole)
WBGene00000566 POLARITY (Poole)
WBGene00003777 POLARITY (Poole)
WBGene00002994 POLARITY (Poole)
WBGene00001663 POLARITY (Poole)
WBGene00001664 POLARITY (Poole)
WBGene00002297 POLARITY (Poole)
WBGene00001743 POLARITY (Poole)
WBGene00013223 POLARITY (Poole)
WBGene00019726 POLARITY (Poole)
WBGene00000182 POLARITY (Poole)
WBGene00000183 POLARITY (Poole)
WBGene00000184 POLARITY (Poole)
"WBGene00003394	WNT (Rook)"
"WBGene00011057	WNT (Rook)"
"WBGene00006931	WNT (Rook)"
"WBGene00014234	WNT (Rook)"
"WBGene00006933	WNT (Rook)"
"WBGene00006503	WNT (Rook)"
"WBGene00003395	WNT (Rook)"
"WBGene00003029	WNT (Rook)"
"WBGene00001188	WNT (Rook)"
"WBGene00000857	WNT (Rook)"
"WBGene00000858	WNT (Rook)"
"WBGene00003397	WNT (Rook)"
"WBGene00003006	WNT (Rook)"
"WBGene00003238	WNT (Rook)"
"WBGene00000478	WNT (Rook)"
"WBGene00000289	WNT (Rook)"
"WBGene00003007	WNT (Rook)"
"WBGene00022242	WNT (Rook)"
"WBGene00002202	WNT (Rook)"
"WBGene00003241	WNT (Rook)"
"WBGene00001101	WNT (Rook)"
"WBGene00001102	WNT (Rook)"
"WBGene00001746	WNT (Rook)"
"WBGene00004202	WNT (Rook)"
"WBGene00010497	WNT (Rook)"
"WBGene00000156	WNT (Rook)"
"WBGene00003009	WNT (Rook)"
"WBGene00003048	WNT (Rook)"
"WBGene00003396	WNT (Rook)"
"WBGene00006524	WNT (Rook)"
"WBGene00000238	WNT (Rook)"
"WBGene00011946	WNT (Rook)"
"WBGene00006943	WNT (Rook)"
"WBGene00001979	WNT (Rook)"
"WBGene00004077	WNT (Rook)"
"WBGene00006773	WNT (Rook)"
"WBGene00015171	WNT (Rook)"
"WBGene00022727	WNT (Rook)"
"WBGene00000398	WNT (Rook)"
"WBGene00006379	WNT (Rook)"
"WBGene00003916	POLARITY (Poole)"
"WBGene00003917	POLARITY (Poole)"
"WBGene00003918	POLARITY (Poole)"
"WBGene00003919	POLARITY (Poole)"
"WBGene00003920	POLARITY (Poole)"
"WBGene00003921	POLARITY (Poole)"
"WBGene00021012	POLARITY (Poole)"
"WBGene00000566	POLARITY (Poole)"
"WBGene00003777	POLARITY (Poole)"
"WBGene00002994	POLARITY (Poole)"
"WBGene00001663	POLARITY (Poole)"
"WBGene00001664	POLARITY (Poole)"
"WBGene00002297	POLARITY (Poole)"
"WBGene00001743	POLARITY (Poole)"
"WBGene00013223	POLARITY (Poole)"
"WBGene00019726	POLARITY (Poole)"
"WBGene00000182	POLARITY (Poole)"
